time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461500000	-24.3538	-6.63255	4.85416	2.31074	-0.55583	lidar	2.7173	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5202	-6.45552	4.85586	2.27802	-0.573243	radar	3.36626	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6312	-6.29087	4.82003	2.2432	-0.585126	lidar	6.60463	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7724	-6.0967	4.81864	2.2118	-0.586791	radar	0.370582	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9451	-5.91181	4.82982	2.19415	-0.572665	lidar	2.07987	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0753	-5.70627	4.82966	2.16421	-0.56935	radar	1.88801	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.2097	-5.5292	4.81661	2.14219	-0.564471	lidar	0.718869	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3629	-5.34208	4.81743	2.13723	-0.52063	radar	1.30992	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4998	-5.13355	4.82456	2.11361	-0.517052	lidar	0.308512	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6345	-4.94671	4.81572	2.10971	-0.472556	radar	6.66997	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7516	-4.76465	4.79797	2.09007	-0.470706	lidar	1.12085	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.872	-4.557	4.79796	2.07243	-0.457302	radar	0.221899	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9779	-4.33129	4.80405	2.0446	-0.461829	lidar	0.26582	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.085	-4.11273	4.80915	2.00036	-0.517949	radar	10.8804	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1672	-3.8558	4.82762	1.96293	-0.528027	lidar	1.84367	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2398	-3.62287	4.83014	1.91132	-0.584897	radar	3.48209	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2659	-3.36241	4.83312	1.85986	-0.608024	lidar	4.5686	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3147	-3.12254	4.83436	1.81405	-0.638733	radar	0.503208	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3395	-2.88136	4.8289	1.77116	-0.650992	lidar	1.43459	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3984	-2.65297	4.82604	1.74903	-0.633301	radar	1.39645	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.48	-2.4682	4.80009	1.73784	-0.615843	lidar	5.92789	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5353	-2.23287	4.80156	1.72257	-0.584743	radar	0.981959	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5867	-2.02303	4.78585	1.70225	-0.577748	lidar	1.56031	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6178	-1.78388	4.78536	1.68377	-0.550816	radar	2.00775	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6141	-1.54143	4.7831	1.64607	-0.56174	lidar	1.14494	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6111	-1.30539	4.78025	1.6033	-0.591975	radar	1.76132	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6137	-1.07722	4.77202	1.5736	-0.593187	lidar	0.231626	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6432	-0.846054	4.77028	1.55925	-0.571901	radar	5.21316	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6525	-0.606847	4.77291	1.53627	-0.565667	lidar	0.369236	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6391	-0.367028	4.77663	1.49817	-0.591229	radar	2.13417	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5915	-0.101982	4.79516	1.45864	-0.599326	lidar	2.35308	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5721	0.135184	4.79652	1.42947	-0.603878	radar	1.7314	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5479	0.400094	4.81872	1.40457	-0.595466	lidar	1.86774	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5358	0.637378	4.8165	1.39636	-0.555851	radar	1.74709	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5288	0.900092	4.83694	1.38342	-0.537683	lidar	3.46113	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4915	1.14817	4.84041	1.37712	-0.487864	radar	7.29732	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4353	1.38994	4.84448	1.35054	-0.489708	lidar	0.12388	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3962	1.61651	4.83457	1.33879	-0.46506	radar	7.98496	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.341	1.843	4.82824	1.31614	-0.465073	lidar	0.14564	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.273	2.0731	4.82771	1.28724	-0.477646	radar	0.229802	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2093	2.28751	4.81448	1.26448	-0.47774	lidar	0.629676	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1465	2.5184	4.81216	1.25443	-0.447631	radar	0.7456	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.069	2.75465	4.81877	1.23274	-0.446304	lidar	0.142869	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9737	2.97515	4.82082	1.18969	-0.494693	radar	2.95558	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8766	3.22887	4.84537	1.16649	-0.490868	lidar	1.97766	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7943	3.45444	4.84626	1.14641	-0.488593	radar	2.1544	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6875	3.66793	4.84262	1.11974	-0.491309	lidar	0.080087	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5704	3.87717	4.83999	1.08833	-0.503629	radar	1.07805	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4992	4.08126	4.8237	1.07683	-0.490596	lidar	3.5914	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3753	4.28656	4.82184	1.04763	-0.498275	radar	0.608047	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2179	4.49488	4.83152	1.01132	-0.509535	lidar	2.06681	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0672	4.6931	4.83018	0.987752	-0.491892	radar	8.94728	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9474	4.89372	4.82625	0.9684	-0.486649	lidar	0.415584	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7914	5.08491	4.82696	0.938448	-0.490918	radar	2.31543	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.627	5.28642	4.83943	0.909278	-0.494676	lidar	0.99914	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4556	5.46179	4.84118	0.864512	-0.534057	radar	0.960069	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2692	5.63454	4.84455	0.827453	-0.54489	lidar	1.26161	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.1022	5.79964	4.8404	0.790994	-0.566196	radar	3.14693	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.927	5.96466	4.83845	0.760829	-0.568427	lidar	0.0310997	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7813	6.15799	4.83294	0.772902	-0.485254	radar	4.78721	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6112	6.31983	4.82787	0.748881	-0.485553	lidar	0.107693	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4601	6.50186	4.82342	0.748137	-0.443185	radar	1.86019	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2493	6.69128	4.8553	0.724125	-0.44195	lidar	4.39323	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0523	6.83703	4.85173	0.699379	-0.437594	radar	5.50614	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8444	6.99955	4.86687	0.674216	-0.439759	lidar	1.27477	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6333	7.13154	4.86861	0.636691	-0.465221	radar	1.56887	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4468	7.28329	4.86857	0.618921	-0.45922	lidar	0.256359	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2221	7.39874	4.87678	0.565509	-0.519735	radar	2.7786	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0424	7.56267	4.8817	0.557244	-0.499831	lidar	2.20612	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8599	7.72935	4.88198	0.564618	-0.442208	radar	5.81352	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6538	7.87337	4.88952	0.547815	-0.43562	lidar	0.245523	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4609	8.01122	4.88411	0.538718	-0.41465	radar	1.49254	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2223	8.07099	4.86854	0.491209	-0.445664	lidar	4.2077	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0299	8.23062	4.8675	0.510051	-0.367618	radar	6.45283	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8495	8.38529	4.86579	0.511418	-0.345706	lidar	3.01654	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6137	8.48659	4.87711	0.473448	-0.384468	radar	4.48322	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3748	8.6108	4.89719	0.455058	-0.38212	lidar	1.68699	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1734	8.74677	4.89211	0.46443	-0.328647	radar	1.74029	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9676	8.85915	4.88555	0.452276	-0.32432	lidar	0.468951	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7635	8.98744	4.87983	0.459625	-0.279248	radar	1.38502	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.535	9.06676	4.87415	0.43442	-0.292023	lidar	0.693355	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3002	9.16713	4.88454	0.412501	-0.306893	radar	4.43089	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.027	9.24233	4.90823	0.380898	-0.32368	lidar	6.31201	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.8064	9.32998	4.90337	0.363365	-0.328742	radar	1.59391	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5592	9.42432	4.9187	0.34722	-0.327588	lidar	1.02049	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2978	9.44784	4.92487	0.286664	-0.40459	radar	6.09576	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-18.0295	9.55654	4.96178	0.276747	-0.390793	lidar	4.83643	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7887	9.64046	4.96434	0.274203	-0.355545	radar	2.98224	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.5268	9.74198	4.9925	0.267038	-0.341646	lidar	2.76172	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2848	9.80898	4.99535	0.248626	-0.346726	radar	0.624888	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-17.0259	9.9283	5.02594	0.252166	-0.321122	lidar	3.61716	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7776	9.9846	5.02882	0.232032	-0.328315	radar	0.243695	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.5314	10.0998	5.04718	0.238299	-0.301685	lidar	2.51285	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.2825	10.156	5.05136	0.217691	-0.314719	radar	0.864686	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-16.0323	10.2032	5.05237	0.199519	-0.31739	lidar	0.0551593	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7871	10.2637	5.05188	0.192704	-0.301134	radar	0.225751	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.5429	10.2835	5.04229	0.167711	-0.312776	lidar	0.532979	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.2663	10.2868	5.06169	0.118987	-0.374057	radar	9.04476	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-15.0051	10.3501	5.07722	0.113343	-0.358491	lidar	1.09457	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.7552	10.3904	5.06973	0.118046	-0.306992	radar	6.14351	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4943	10.3749	5.06762	0.0848586	-0.327404	lidar	1.69356	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.2365	10.3981	5.0712	0.071971	-0.319666	radar	0.811155	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.957	10.5354	5.11337	0.102918	-0.263443	lidar	10.5943	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.703	10.596	5.11298	0.118092	-0.209899	radar	2.20768	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.4393	10.6096	5.11785	0.100998	-0.217188	lidar	0.53628	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1802	10.6311	5.12195	0.0864689	-0.224659	radar	0.444003	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.9239	10.731	5.1353	0.106338	-0.189142	lidar	4.49211	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6646	10.7775	5.1402	0.108146	-0.171017	radar	1.71969	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.4076	10.762	5.13506	0.0832089	-0.189428	lidar	1.38581	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1502	10.8002	5.1363	0.0875664	-0.163254	radar	0.685039	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8969	10.8704	5.14137	0.098288	-0.142107	lidar	1.95858	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.6275	10.8858	5.15106	0.085979	-0.149479	radar	3.20448	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3803	10.9128	5.14467	0.0811824	-0.146564	lidar	0.319378	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.1183	10.8402	5.14813	0.00372376	-0.278558	radar	10.0217	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.8329	10.8112	5.1664	-0.0220159	-0.291293	lidar	3.58498	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5769	10.8068	5.16511	-0.0349408	-0.288917	radar	0.0759071	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.3289	10.8104	5.15899	-0.0435851	-0.282592	lidar	0.585887	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0731	10.8712	5.1539	-0.00347133	-0.181622	radar	6.61152	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.81294	10.9173	5.16021	0.00619181	-0.160012	lidar	1.95153	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.56695	10.9065	5.14932	-0.00390873	-0.159327	radar	3.82255	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.30657	10.9311	5.15386	-0.00167032	-0.147743	lidar	0.600022	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.05141	10.9172	5.14961	-0.00933725	-0.141073	radar	2.71944	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.79025	10.9453	5.15491	-0.00446045	-0.127714	lidar	0.873648	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.53775	10.9091	5.14835	-0.0229484	-0.139753	radar	6.59448	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.32695	10.8475	5.10852	-0.0500913	-0.16229	lidar	6.49688	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.06929	10.8656	5.10949	-0.0368124	-0.12384	radar	1.31831	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.77519	10.8895	5.14196	-0.0303218	-0.10946	lidar	4.05922	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.51179	10.8916	5.14479	-0.0216053	-0.0775736	radar	2.08034	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24411	10.8742	5.15263	-0.0298246	-0.0823496	lidar	0.569671	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-6.99452	10.9131	5.14419	0.00128779	-0.0157175	radar	3.76404	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
